year	sentence	category	position
2005	Falcon was her name and she was quite the bird of prey, sashaying past her adolescent admirers from one anchor store to another, past the kiosks where earrings longed to lie upon her lobes and sunglasses hoped to nestle on her nose, seemingly the beginning of a beautiful friendship with whomsoever caught the eye of the mall tease, Falcon.	Vile Puns	Winner
2005	As he stared at her ample bosom, he daydreamed of the dual Stromberg carburetors in his vintage Triumph Spitfire, highly functional yet pleasingly formed, perched prominently on top of the intake manifold, aching for experienced hands, the small knurled caps of the oil dampeners begging to be inspected and adjusted as described in chapter seven of the shop manual.	Grand Prize	
2005	When Detective Riggs was called to investigate the theft of a trainload of Native American fish broth concentrate bound for market, he solved the case almost immediately, being that the trail of clues led straight to the trainmaster, who had both the locomotive and the Hopi tuna tea.	Runner Up	
2005	India, which hangs like a wet washcloth from the towel rack of Asia, presented itself to Tex as he landed in Delhi (or was it Bombay?), as if it mattered because Tex finally had an idea to make his mark and fortune and that idea was a chain of steak houses to serve the millions and he wondered, as he deplaned down the steep, shiny, steel steps, why no one had thought of it before.	Grand Panjandrum's Special Award	
2005	It was high noon in the jungles of South India when I began to recognize that if we didn't find water for our emus soon, it wouldn't be long before we would be traveling by foot; and with the guerilla warriors fast on our heals, I was starting to regret my decision to use poultry for transportation.	Adventure	Runner Up
2005	The double agent looked up from his lunch of Mahi-Mahi and couscous and realized that he must escape from Walla Walla to Bora Bora to come face-to-face with his arch enemy by taking out his 30-30 and shooting off his nemesis' ear-to-ear grin so he could wave bye-bye to this duplicitous life, but the chances of him pulling this off were only so-so, much less than 50-50.	Spy	Winner
2006	Lisa moved like a cat, not the kind of cat that moves with a slinky grace but more like the kind that always falls off the book shelf when he's washing himself and then gets all mad at you like it's your fault (which it wasn't although it probably was kind of mean to laugh at him like that), although on the bright side, she hardly ever attacked Ricky's toes in his sleep.	Purple Prose	Dishonorable Mentions
2006	Hardly a day passed without poor Matilda looking back on her life and ruing that fateful day she decided that to cut her toenails with her father's scythe to make up that extra four minutes she had wasted listening to "Muskrat Love" by the Captain & Tennille.	Miscellaneous Dishonorable Mentions	
2006	The king's men breathed heavily under their thick black hoods as they secured the wrists and ankles of prisoner William Tumey of Kent and as the rack's handle began to turn the ropes tightened and William's limbs were slowly stretched in opposite directions until his spine began to pop much like a bag of Redenbachers in a microwave and for something like the time it takes a hummingbird's wings to complete one cycle William smiled and euphorically languished in perfect lumbar alignment.	Historical Fiction	Dishonorable Mentions
2006	A single sparkling tear fell from Little Mary's cheek onto the sidewalk, then slid into the storm drain, there to join in its course the mighty waters of the Los Angeles River and, eventually, Long Beach Harbor, with its state-of-the-art container-freight processing facilities.	Purple Prose	Winner
2006	Her angry accusations burned Clyde like that first bite of a double cheese pizza, when the toppings slide off and sear that small elevation of the oral mucosa, just behind the front teeth, known as the incisive papilla, which is linked to the discriminatory function of the taste buds except, where Clyde was concerned, when it came to women.	Purple Prose	Runner Up
2006	It had been a dark and stormy night, but as dawn began to light up the eastern sky, to the west the heavens suddenly cleared, unveiling a pale harvest moon that reposed gently atop the distant mesa like a pumpkin on a toilet with the lid down.	Purple Prose	Dishonorable Mentions
2006	Words cannot describe the exquisite loveliness of the brilliant azure sky with its cerulean striations of periwinkle, cornflower, and cyan.	Purple Prose	Dishonorable Mentions
2006	As he saw his master approach, his tail wagged severely like an elderly lady fanning herself with a cardboard fan with a Bible verse on one side and a picture of Jesus on the other while singing hymn 567 from the Common Book of Hymns on an August afternoon revival in southern Indiana.	Purple Prose	Dishonorable Mentions
2006	If Gilbert had known then what he knew now, he would have seen that the dilemma facing him—to do a good deed for the wrong reason or to do a bad deed for the right reason—had long ago been shown to be two sides of the same coin by the philosopher known as Theragora of Crete even though he was not from Crete at all, but from Malta, which of course was not called Malta when Theragora was there.	Historical Fiction	Dishonorable Mentions
2006	He rose quickly when she entered, not like the flag being raised at the American Legion in a jerky fashion, but more like the light red Creme Soda in the straw of a teenage girl or boy on the back porch of his mobile home late in the evening.	Purple Prose	Dishonorable Mentions
2006	The nervous and untried exotic dancer seemed to cling protectively to her brass pole like the edge of a roll of plastic wrap when you are looking for the beginning of the roll and it seems like it's healed up or melted into the rest of the wrap until finally you just give up and use foil or wax paper instead.	Purple Prose	Dishonorable Mentions
